StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4. Age,Q5,Q6,Q7,Q7_3_TEXT,Q9,Q11,Q13,Q14,Q15,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q25,Q26_1,Q27_1,Q28,Q28_7_TEXT,Q29,Q30_1,Q31,Q32 Marital Status,Q33 Education,Q34 Employment,Q35,opp,qpmid,expected_ir,expected_loi,tg,gc,SVID,transaction_id,Q_TotalDuration,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDDuplicate,Q_BallotBoxStuffing,Q_RecaptchaScore,ID,Day,Q,Wave,sent,Round,V,Random ID,PROLIFIC_PID,term,race quota,age,Min Quota
2024-09-02 12:05:08,2024-09-02 12:40:57,IP Address,70.117.130.7,100,2148,True,2024-09-02 12:40:57,R_6JdS4oPR7D0829Y,,,,,31.033,-97.676,anonymous,EN,Yes,Yes,Yes,25,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-foMu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2148,,,,,,0-10172041-138434,1,4,1,yes,,M4,77775,,,Black,18-30,"18-30, Female, Black/African-American"
2024-09-02 11:19:51,2024-09-02 12:44:57,IP Address,173.174.235.47,100,5105,True,2024-09-02 12:44:57,R_3y1xgREEg2BbJLU,,,,,29.3582,-98.429,anonymous,EN,Yes,Yes,Yes,50,Hispanic,"I am of Mexican decent ",Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-gimm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,5105,,,,,,0-9296835-138434,1,,1,yes,,M4,43041,,,,+50,
2024-09-02 12:28:04,2024-09-02 12:46:22,IP Address,35.145.188.133,100,1097,True,2024-09-02 12:46:22,R_1thDk9rKrCtRvVF,,,,,28.0406,-82.3951,anonymous,EN,Yes,Yes,Yes,30,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-yCCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1097,,,,,,0-3619148-138434,1,2,1,yes,,M4,72361,,,White,18-30,"18-30, Female, White"
2024-09-02 12:25:42,2024-09-02 12:54:24,IP Address,172.56.16.69,100,1721,True,2024-09-02 12:54:24,R_5Db8iTY4JVFxO0i,,,,,41.923,-87.7531,anonymous,EN,Yes,Yes,Yes,37,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-JeWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1721,,,,,,0-10424940-138434,1,6,1,yes,,M4,60229,,,White,31-50,"31-50, Female, White"
2024-09-02 12:55:10,2024-09-02 13:01:16,IP Address,172.56.112.22,100,366,True,2024-09-02 13:01:17,R_5G7mG4omirkO2X5,,,,,42.1755,-71.054,anonymous,EN,Yes,Yes,Yes,59,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,"38434-2024-09-02-ArzK ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,366,,,,,,0-8129670-138434,1,9,1,yes,,M4,49070,,,White,+50,">50, Male, White"
2024-09-02 12:50:26,2024-09-02 13:02:23,IP Address,172.56.35.227,100,717,True,2024-09-02 13:02:24,R_3QNteSGcrSlUknv,,,,,40.8123,-73.9682,anonymous,EN,Yes,Yes,Yes,29,Black or African American,No,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-RuLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,717,,,,,,0-3986854-138434,1,3,1,yes,,M4,27917,,,Black,18-30,"18-30, Male, Black/African-American"
2024-09-02 12:39:56,2024-09-02 13:09:31,IP Address,24.255.60.18,100,1774,True,2024-09-02 13:09:32,R_3CkztjknFNKHe5l,,,,,33.4743,-112.194,anonymous,EN,Yes,Yes,Yes,40,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-sdtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1774,,,,,,0-10624520-138434,1,5,1,yes,,M4,58822,,,White,31-50,"31-50, Male, White"
2024-09-02 12:55:41,2024-09-02 13:09:50,IP Address,99.163.29.209,100,849,True,2024-09-02 13:09:51,R_6NglzpiRRqY4ezz,,,,,38.8715,-94.7713,anonymous,EN,Yes,Yes,Yes,31,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-uLVj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,849,,,,,,0-2369221-138434,1,6,1,yes,,M4,59412,,,White,31-50,"31-50, Female, White"
2024-09-02 11:52:51,2024-09-02 13:10:01,IP Address,198.15.4.121,100,4629,True,2024-09-02 13:10:02,R_16zj42ghSeghXAR,,,,,44.7135,-122.7729,anonymous,EN,Yes,Yes,Yes,38,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-kbYs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,4629,,,,,,0-3916792-138434,1,6,1,yes,,M4,77963,,,White,31-50,"31-50, Female, White"
2024-09-02 12:47:44,2024-09-02 13:18:07,IP Address,107.146.96.95,100,1822,True,2024-09-02 13:18:08,R_10VqqPhozj7mDzX,,,,,28.0699,-81.8107,anonymous,EN,Yes,Yes,Yes,41,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-ozBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1822,,,,,,0-3568721-138434,1,6,1,yes,,M4,66584,,,White,31-50,"31-50, Female, White"
2024-09-02 13:12:07,2024-09-02 13:18:50,IP Address,76.34.212.52,100,403,True,2024-09-02 13:18:51,R_5u5tDk7iVscHS6t,,,,,41.3722,-82.1087,anonymous,EN,Yes,Yes,Yes,18,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-Vcod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,403,,,,,,0-10516708-138434,1,2,1,yes,,M4,80690,,,White,18-30,"18-30, Female, White"
2024-09-02 13:13:05,2024-09-02 13:20:29,IP Address,67.85.104.170,100,444,True,2024-09-02 13:20:30,R_6Q3hgaTHRokgnQ6,,,,,40.6462,-73.9559,anonymous,EN,Yes,Yes,Yes,41,White,No,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-dKlR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,444,,,,,,0-2206128-138434,1,5,1,yes,,M4,71272,,,White,31-50,"31-50, Male, White"
2024-09-02 12:47:52,2024-09-02 13:21:56,IP Address,192.180.221.173,100,2044,True,2024-09-02 13:21:57,R_7qZJFAVuXywMtpp,,,,,39.9418,-83.8357,anonymous,EN,Yes,Yes,Yes,35,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-wRTw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2044,,,,,,0-3540446-138434,1,6,1,yes,,M4,42404,,,White,31-50,"31-50, Female, White"
2024-09-02 12:51:51,2024-09-02 13:23:23,IP Address,173.64.81.172,100,1891,True,2024-09-02 13:23:23,R_3aULI9cgqZTBsje,,,,,39.3888,-76.4988,anonymous,EN,Yes,Yes,Yes,48,White,No.,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-BjlJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1891,,,,,,0-6948064-138434,1,6,1,yes,,M4,73415,,,White,31-50,"31-50, Female, White"
2024-09-02 13:07:34,2024-09-02 13:27:30,IP Address,98.209.16.204,100,1195,True,2024-09-02 13:27:31,R_7CPtPBinmSbthYh,,,,,43.2369,-86.1951,anonymous,EN,Yes,Yes,Yes,18,"White,Hispanic",,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-BIrY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1195,,,,,,0-9888613-138434,1,2,1,yes,,M4,54259,,,White,18-30,"18-30, Female, White"
2024-09-02 13:01:16,2024-09-02 13:28:06,IP Address,174.240.148.205,100,1609,True,2024-09-02 13:28:06,R_5bTH1tjZLXzflzH,,,,,42.5403,-83.379,anonymous,EN,Yes,Yes,Yes,47,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-uhHq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1609,,,,,,0-6500899-138434,1,6,1,yes,,M4,92421,,,White,31-50,"31-50, Female, White"
2024-09-02 13:06:06,2024-09-02 13:28:34,IP Address,38.39.227.236,100,1348,True,2024-09-02 13:28:35,R_12qJn9iUj0UwjkJ,,,,,42.9967,-78.1969,anonymous,EN,Yes,Yes,Yes,34,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-SnGc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1348,,,,,,0-2720702-138434,1,6,1,yes,,M4,31040,,,White,31-50,"31-50, Female, White"
2024-09-02 12:58:23,2024-09-02 13:33:04,IP Address,71.161.198.87,100,2080,True,2024-09-02 13:33:05,R_1fATmwrcWeI6N96,,,,,43.0206,-70.9049,anonymous,EN,Yes,Yes,Yes,37,"White,Asian,Native Hawaiian and Other Pacific Islander","Mix ethnic background ",Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-FGQe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2080,,,,,,0-4123931-138434,1,,1,yes,,M4,33679,,,Asian,31-50,
2024-09-02 13:25:00,2024-09-02 13:34:40,IP Address,67.173.9.158,100,580,True,2024-09-02 13:34:41,R_59NzOm9Ut2uDWkF,,,,,41.8783,-87.6907,anonymous,EN,Yes,Yes,Yes,29,Black or African American,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-mGyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,580,,,,,,0-6498107-138434,1,3,1,yes,,M4,30963,,,Black,18-30,"18-30, Male, Black/African-American"
2024-09-02 13:11:08,2024-09-02 13:37:00,IP Address,172.222.243.119,100,1551,True,2024-09-02 13:37:01,R_537ttvGwhz3IsqC,,,,,34.2715,-116.8037,anonymous,EN,Yes,Yes,Yes,36,White,"25% Spanish ",Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-YlGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1551,,,,,,0-2320653-138434,1,6,1,yes,,M4,69085,,,White,31-50,"31-50, Female, White"
2024-09-02 13:24:30,2024-09-02 13:40:36,IP Address,68.112.45.179,100,966,True,2024-09-02 13:40:37,R_1alQLroPL7k7uGI,,,,,46.4604,-90.1616,anonymous,EN,Yes,Yes,Yes,28,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-cljy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,966,,,,,,0-7166280-138434,1,2,1,yes,,M4,42206,,,White,18-30,"18-30, Female, White"
2024-09-02 13:22:43,2024-09-02 13:45:05,IP Address,47.230.148.51,100,1341,True,2024-09-02 13:45:06,R_7RqILMToGjHB3VW,,,,,41.534,-74.0492,anonymous,EN,Yes,Yes,Yes,30,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-kWdO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1341,,,,,,0-9384661-138434,1,4,1,yes,,M4,46332,,,Black,18-30,"18-30, Female, Black/African-American"
2024-09-02 12:31:57,2024-09-02 13:48:24,IP Address,166.199.242.53,100,4586,True,2024-09-02 13:48:25,R_61dseS0n1Hf4PnS,,,,,32.8445,-96.8219,anonymous,EN,Yes,Yes,Yes,41,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-zuAj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,4586,,,,,,0-10378191-138434,1,6,1,yes,,M4,22424,,,White,31-50,"31-50, Female, White"
2024-09-02 12:39:47,2024-09-02 13:49:22,IP Address,76.136.91.28,100,4174,True,2024-09-02 13:49:22,R_7GD4zSUjX0OF5x5,,,,,40.7122,-89.6283,anonymous,EN,Yes,Yes,Yes,50,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-lIZk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,4174,,,,,,0-8814087-138434,1,10,1,yes,,M4,80789,,,White,+50,">50, Female, White"
2024-09-02 13:46:55,2024-09-02 13:56:16,IP Address,70.118.247.232,100,561,True,2024-09-02 13:56:17,R_1h7prUIpCARKhot,,,,,39.0352,-94.5456,anonymous,EN,Yes,Yes,Yes,26,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-UKUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,561,,,,,,0-7245996-138434,1,2,1,yes,,M4,93892,,,White,18-30,"18-30, Female, White"
2024-09-02 13:27:08,2024-09-02 13:58:44,IP Address,71.81.0.73,100,1896,True,2024-09-02 13:58:45,R_1Rq731fv7TWa4MN,,,,,34.9334,-81.9689,anonymous,EN,Yes,Yes,Yes,63,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-roNU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1896,,,,,,0-5822937-138434,1,10,1,yes,,M4,64090,,,White,+50,">50, Female, White"
2024-09-02 13:20:40,2024-09-02 13:59:27,IP Address,73.94.17.208,100,2326,True,2024-09-02 13:59:27,R_54MJah2BsE7jx73,,,,,45.0435,-93.4827,anonymous,EN,Yes,Yes,Yes,54,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-eUSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2326,,,,,,0-4001205-138434,1,9,1,yes,,M4,30936,,,White,+50,">50, Male, White"
2024-09-02 13:31:48,2024-09-02 14:04:00,IP Address,174.216.51.214,100,1931,True,2024-09-02 14:04:01,R_5JRYA2tTNrumWuF,,,,,39.8695,-75.0566,anonymous,EN,Yes,Yes,Yes,34,Black or African American,"Caribbean born ",Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-LUWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1931,,,,,,0-6188790-138434,1,7,1,yes,,M4,83941,,,Black,31-50,"31-50, Male, Black/African-American"
2024-09-02 13:02:06,2024-09-02 14:06:12,IP Address,73.201.16.91,100,3845,True,2024-09-02 14:06:13,R_6ToFax7Ly2SFG0h,,,,,39.2891,-76.5583,anonymous,EN,Yes,Yes,Yes,26,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-FpFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,3845,,,,,,0-5342663-138434,1,2,1,yes,,M4,23242,,,White,18-30,"18-30, Female, White"
2024-09-02 14:07:30,2024-09-02 14:13:45,IP Address,174.244.16.40,100,374,True,2024-09-02 14:13:45,R_1wlpngQS2OwQivD,,,,,32.8489,-96.9667,anonymous,EN,Yes,Yes,Yes,28,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-Aryl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,374,,,,,,0-3658949-138434,1,4,1,yes,,M4,50226,,,Black,18-30,"18-30, Female, Black/African-American"
2024-09-02 13:41:19,2024-09-02 14:15:21,IP Address,67.244.128.53,100,2041,True,2024-09-02 14:15:22,R_6CBwMRWhICwvELY,,,,,45.08,-68.653,anonymous,EN,Yes,Yes,Yes,34,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-dGlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2041,,,,,,0-2895678-138434,1,6,1,yes,,M4,57093,,,White,31-50,"31-50, Female, White"
2024-09-02 11:38:27,2024-09-02 14:16:56,IP Address,23.126.68.26,100,9509,True,2024-09-02 14:16:57,R_1gT6vmrB8XPsHXH,,,,,41.6018,-81.5257,anonymous,EN,Yes,Yes,Yes,28,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-LboZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,9509,,,,,,0-4427647-138434,1,2,1,yes,,M4,22732,,,White,18-30,"18-30, Female, White"
2024-09-02 13:56:59,2024-09-02 14:17:28,IP Address,69.117.233.29,100,1229,True,2024-09-02 14:17:29,R_5OamUPcNzj46XE5,,,,,40.7764,-72.9476,anonymous,EN,Yes,Yes,Yes,36,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-bPDk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1229,,,,,,0-7863765-138434,1,8,1,yes,,M4,64150,,,Black,31-50,"31-50, Female, Black/African-American"
2024-09-02 14:05:01,2024-09-02 14:19:32,IP Address,161.35.122.97,100,870,True,2024-09-02 14:19:32,R_5Cay2FmMbobLLId,,,,,40.793,-74.0247,anonymous,EN,Yes,Yes,Yes,18,White,no,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-TEfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,870,,,,,,0-10578500-138434,1,1,1,yes,,M4,96465,,,White,18-30,"18-30, Male, White"
2024-09-02 14:06:17,2024-09-02 14:19:58,IP Address,35.90.199.92,100,820,True,2024-09-02 14:19:58,R_5HX2VJEc7yExjX3,,,,,45.8234,-119.7257,anonymous,EN,Yes,Yes,Yes,37,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-VPbh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,820,,,,,,0-2977868-138434,1,6,1,yes,,M4,10610,,,White,31-50,"31-50, Female, White"
2024-09-02 14:00:41,2024-09-02 14:20:05,IP Address,172.59.187.33,100,1163,True,2024-09-02 14:20:06,R_6FxqCdvtWcoYCwp,,,,,41.8883,-87.7613,anonymous,EN,Yes,Yes,Yes,62,White,"None ",Female,,I understand and am ready to continue,I understand and am ready to continue,384342024-09-02lyhS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1163,,,,,,0-5133888-138434,1,10,1,yes,,M4,89787,,,White,+50,">50, Female, White"
2024-09-02 13:45:10,2024-09-02 14:24:56,IP Address,174.85.107.180,100,2386,True,2024-09-02 14:24:57,R_6Gp8bpTQAkweuoV,,,,,35.6409,-120.701,anonymous,EN,Yes,Yes,Yes,62,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02 UlmS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2386,,,,,,0-8780774-138434,1,10,1,yes,,M4,84447,,,White,+50,">50, Female, White"
2024-09-02 13:49:07,2024-09-02 14:39:57,IP Address,98.16.130.254,100,3049,True,2024-09-02 14:39:57,R_6udGBb48nrFBne9,,,,,30.9924,-83.3792,anonymous,EN,Yes,Yes,Yes,38,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-xHKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,3049,,,,,,0-9993051-138434,1,6,1,yes,,M4,27928,,,White,31-50,"31-50, Female, White"
2024-09-02 14:17:35,2024-09-02 14:41:51,IP Address,174.229.28.194,100,1456,True,2024-09-02 14:41:52,R_5ENgRoLFE9dwGvT,,,,,33.5226,-86.8033,anonymous,EN,Yes,Yes,Yes,55,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-wMab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1456,,,,,,0-5148961-138434,1,10,1,yes,,M4,26726,,,White,+50,">50, Female, White"
2024-09-02 14:11:07,2024-09-02 14:42:53,IP Address,35.129.130.228,100,1905,True,2024-09-02 14:42:54,R_1qVzrP75DpHZMjn,,,,,33.454,-84.1534,anonymous,EN,Yes,Yes,Yes,35,Black or African American,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-Camn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1905,,,,,,0-10448389-138434,1,8,1,yes,,M4,30876,,,Black,31-50,"31-50, Female, Black/African-American"
2024-09-02 14:20:59,2024-09-02 14:43:03,IP Address,73.147.217.206,100,1323,True,2024-09-02 14:43:04,R_7n18sDIEioM0WpJ,,,,,36.5742,-79.4421,anonymous,EN,Yes,Yes,Yes,38,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-jNbD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1323,,,,,,0-10505441-138434,1,5,1,yes,,M4,26983,,,White,31-50,"31-50, Male, White"
2024-09-02 14:30:02,2024-09-02 14:51:39,IP Address,24.17.79.74,100,1297,True,2024-09-02 14:51:40,R_1QY8iavI0RsaPXf,,,,,47.2315,-122.3592,anonymous,EN,Yes,Yes,Yes,31,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-fbhf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1297,,,,,,0-7612860-138434,1,5,1,yes,,M4,66106,,,White,31-50,"31-50, Male, White"
2024-09-02 14:36:36,2024-09-02 14:59:34,IP Address,73.117.110.92,100,1378,True,2024-09-02 14:59:35,R_6GPFJcFf2t2UCGd,,,,,40.6789,-80.5975,anonymous,EN,Yes,Yes,Yes,60,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-owPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1378,,,,,,0-1971946-138434,1,9,1,yes,,M4,91495,,,White,+50,">50, Male, White"
2024-09-02 06:35:10,2024-09-02 15:02:30,IP Address,164.90.33.67,100,30439,True,2024-09-02 15:02:31,R_734sBfXnBb3wx7e,,,,,35.2357,-97.2869,anonymous,EN,Yes,Yes,Yes,34,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-Vyhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,30439,,,,,,0-10584947-138434,1,6,1,yes,,M4,73290,,,White,31-50,"31-50, Female, White"
2024-09-02 14:52:56,2024-09-02 15:03:18,IP Address,174.202.99.214,100,622,True,2024-09-02 15:03:19,R_5wNt9GFQO65ZqD4,,,,,38.8729,-86.486,anonymous,EN,Yes,Yes,Yes,30,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-Ijtb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,622,,,,,,0-6406327-138434,1,2,1,yes,,M4,93399,,,White,18-30,"18-30, Female, White"
2024-09-02 14:43:01,2024-09-02 15:10:46,IP Address,172.56.221.48,100,1664,True,2024-09-02 15:10:46,R_71iMbQguSIlnZjX,,,,,40.0345,-75.1193,anonymous,EN,Yes,Yes,Yes,29,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-TwUO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1664,,,,,,0-8610327-138434,1,2,1,yes,,M4,88486,,,White,18-30,"18-30, Female, White"
2024-09-02 15:11:42,2024-09-02 15:28:02,IP Address,136.34.159.169,100,980,True,2024-09-02 15:28:03,R_5egmjKVFSWX5eJR,,,,,38.961,-94.4712,anonymous,EN,Yes,Yes,Yes,43,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-raqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,980,,,,,,0-4403470-138434,1,6,1,yes,,M4,41825,,,White,31-50,"31-50, Female, White"
2024-09-02 15:05:38,2024-09-02 15:28:20,IP Address,204.111.188.142,100,1362,True,2024-09-02 15:28:21,R_3SB3uv30BuncZIc,,,,,37.2157,-79.8079,anonymous,EN,Yes,Yes,Yes,29,White,Hispanic/Latino,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-RNsm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1362,,,,,,0-8924749-138434,1,2,1,yes,,M4,59908,,,White,18-30,"18-30, Female, White"
2024-09-02 15:11:13,2024-09-02 15:33:07,IP Address,74.37.180.116,100,1314,True,2024-09-02 15:33:08,R_1bIbu6RFIedLnVe,,,,,45.1228,-92.537,anonymous,EN,Yes,Yes,Yes,38,White,No,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-RWEr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1314,,,,,,0-3275259-138434,1,5,1,yes,,M4,12620,,,White,31-50,"31-50, Male, White"
