"","createdAt","sessionid","uid","pairid","lalco","ldep","llife","lcrim","ralco","rdep","rlife","rcrim","secElasped","chosen","order","attfailed"
"3203",2022-02-23 19:01:01,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,1,1,2,4,0,3,1,5,0,1,FALSE
"3204",2022-02-23 19:01:09,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,2,3,1,2,2,3,2,7,1,2,FALSE
"3205",2022-02-23 19:01:18,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,1,1,2,1,3,2,10,0,3,FALSE
"3206",2022-02-23 19:01:25,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,0,2,0,2,0,2,2,7,0,4,FALSE
"3207",2022-02-23 19:01:32,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"easy2",4,0,1,2,0,2,3,0,7,1,5,FALSE
"3208",2022-02-23 19:01:38,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"attcheck",0,2,3,0,4,0,-1,2,6,0,6,FALSE
"3209",2022-02-23 19:01:47,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"attcheck",4,0,-1,2,0,2,3,0,9,1,7,FALSE
"3210",2022-02-23 19:01:54,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,1,3,2,4,0,2,2,7,0,8,FALSE
"3211",2022-02-23 19:02:07,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,0,3,2,2,0,2,1,13,1,9,FALSE
"3212",2022-02-23 19:02:15,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,1,3,1,2,0,3,0,8,1,10,FALSE
"3213",2022-02-23 19:02:26,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"easy3",0,1,3,0,4,0,1,2,11,0,11,FALSE
"3214",2022-02-23 19:02:32,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,2,0,4,0,1,0,6,0,12,FALSE
"3215",2022-02-23 19:02:40,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,2,1,2,1,3,2,8,0,13,FALSE
"3216",2022-02-23 19:02:46,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"easy1",0,0,3,0,4,0,1,2,6,0,14,FALSE
"3217",2022-02-23 19:02:51,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,0,1,0,0,2,2,0,5,1,15,FALSE
"3218",2022-02-23 19:02:57,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,2,2,1,0,0,2,0,6,0,16,FALSE
"3219",2022-02-23 19:03:04,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"hard2",0,0,2,1,2,1,2,0,7,1,17,FALSE
"3220",2022-02-23 19:03:11,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,0,2,2,4,2,3,0,6,1,18,FALSE
"3221",2022-02-23 19:03:20,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,0,3,0,0,1,1,0,10,1,19,FALSE
"3222",2022-02-23 19:03:25,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,3,1,2,0,3,0,5,0,20,FALSE
"3223",2022-02-23 19:03:29,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"attcheck",0,2,3,0,4,0,-1,2,4,0,21,FALSE
"3224",2022-02-23 19:03:36,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,0,1,2,0,0,1,1,6,1,22,FALSE
"3225",2022-02-23 19:03:41,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,1,1,4,1,3,0,6,0,23,FALSE
"3226",2022-02-23 19:03:46,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,0,3,2,4,2,1,1,5,1,24,FALSE
"3227",2022-02-23 19:03:54,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"hard3",2,0,2,0,0,1,2,2,8,1,25,FALSE
"3228",2022-02-23 19:03:59,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,1,1,0,1,1,0,5,1,26,FALSE
"3229",2022-02-23 19:04:06,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,3,1,2,1,2,0,6,0,27,FALSE
"3230",2022-02-23 19:04:13,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,2,3,2,0,2,1,2,7,0,28,FALSE
"3231",2022-02-23 19:04:19,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,2,1,2,4,1,2,1,6,0,29,FALSE
"3232",2022-02-23 19:05:01,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,3,1,4,0,1,1,42,0,30,FALSE
"3233",2022-02-23 19:05:09,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,2,3,0,4,0,2,0,8,0,31,FALSE
"3234",2022-02-23 19:05:26,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,2,2,1,0,0,2,2,18,0,32,FALSE
"3235",2022-02-23 19:05:38,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,0,2,2,0,1,1,1,11,1,33,FALSE
"3236",2022-02-23 19:05:45,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,3,2,0,1,1,0,8,0,34,FALSE
"3237",2022-02-23 19:05:56,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,2,3,0,0,0,1,0,11,0,35,FALSE
"3238",2022-02-23 19:06:08,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,1,0,0,0,3,0,12,0,36,FALSE
"3239",2022-02-23 19:06:17,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,0,1,1,0,0,3,0,9,1,37,FALSE
"3240",2022-02-23 19:06:27,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,1,3,1,2,1,1,1,10,0,38,FALSE
"3241",2022-02-23 19:06:31,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,2,3,1,0,2,3,0,4,1,39,FALSE
"3242",2022-02-23 19:06:39,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,2,2,2,0,0,3,1,8,0,40,FALSE
"3243",2022-02-23 19:06:47,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,0,3,1,4,2,1,2,7,1,41,FALSE
"3244",2022-02-23 19:06:55,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,2,1,1,2,0,2,0,9,0,42,FALSE
"3245",2022-02-23 19:07:14,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,0,3,1,4,1,2,1,19,1,43,FALSE
"3246",2022-02-23 19:07:18,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,2,3,2,0,0,1,2,4,0,44,FALSE
"3247",2022-02-23 19:07:25,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,3,0,0,2,1,1,7,0,45,FALSE
"3248",2022-02-23 19:07:31,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,1,2,1,4,2,1,0,6,0,46,FALSE
"3249",2022-02-23 19:07:34,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,2,2,2,0,2,1,4,0,47,FALSE
"3250",2022-02-23 19:07:40,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,1,1,0,2,1,1,2,6,1,48,FALSE
"3251",2022-02-23 19:07:47,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,2,0,0,2,1,2,6,0,49,FALSE
"3252",2022-02-23 19:07:53,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,2,3,1,0,2,2,1,7,0,50,FALSE
"3253",2022-02-23 19:08:01,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,0,3,1,4,2,3,2,8,1,51,FALSE
"3254",2022-02-23 19:08:07,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,2,1,0,4,0,1,2,5,0,52,FALSE
"3255",2022-02-23 19:08:14,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,1,3,0,2,1,2,2,7,0,53,FALSE
"3256",2022-02-23 19:08:19,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"hard1",2,2,2,0,0,0,2,2,5,0,54,FALSE
"3257",2022-02-23 19:08:26,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,1,2,2,0,2,3,2,7,1,55,FALSE
"3258",2022-02-23 19:08:36,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,1,2,2,4,1,2,1,10,1,56,FALSE
"3259",2022-02-23 19:08:40,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",4,1,1,1,2,0,1,1,5,0,57,FALSE
"3260",2022-02-23 19:08:45,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",2,0,1,2,4,2,3,0,5,1,58,FALSE
"3261",2022-02-23 19:08:54,"bfcb5309-6c06-4f7b-b62a-5d5f035c2cb1",12,"random",0,0,1,2,4,0,3,0,9,1,59,FALSE
"3262",2022-02-24 00:45:10,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,1,1,2,1,1,2,36,0,0,FALSE
"3263",2022-02-24 00:45:15,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,1,3,2,2,0,1,2,5,0,1,FALSE
"3264",2022-02-24 00:45:25,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,1,3,0,2,1,1,1,10,1,2,FALSE
"3265",2022-02-24 00:45:38,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,1,0,0,1,3,1,13,0,3,FALSE
"3266",2022-02-24 00:45:47,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,1,1,0,4,1,3,1,9,1,4,FALSE
"3267",2022-02-24 00:45:58,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,1,1,0,0,2,0,11,1,5,FALSE
"3268",2022-02-24 00:46:02,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,1,1,1,2,2,1,0,4,0,6,FALSE
"3269",2022-02-24 00:46:07,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,0,1,2,0,0,3,2,5,1,7,FALSE
"3270",2022-02-24 00:46:13,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,3,2,4,0,3,0,6,1,8,FALSE
"3271",2022-02-24 00:46:19,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"hard1",2,2,2,0,0,0,2,2,6,0,9,FALSE
"3272",2022-02-24 00:46:25,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,1,2,1,0,1,3,2,6,1,10,FALSE
"3273",2022-02-24 00:46:39,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,1,2,1,2,2,2,0,14,0,11,FALSE
"3274",2022-02-24 00:46:46,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"hard3",0,1,2,2,2,0,2,0,7,1,12,FALSE
"3275",2022-02-24 00:47:04,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,1,2,1,0,2,2,0,18,0,13,FALSE
"3276",2022-02-24 00:47:08,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,2,1,0,2,2,2,1,5,0,14,FALSE
"3277",2022-02-24 00:47:16,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,2,1,0,2,3,2,8,1,15,FALSE
"3278",2022-02-24 00:47:20,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,0,2,0,0,1,2,1,4,0,16,FALSE
"3279",2022-02-24 00:47:23,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,1,0,2,0,2,2,3,1,17,FALSE
"3280",2022-02-24 00:47:32,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,1,1,2,0,0,3,1,9,1,18,FALSE
"3281",2022-02-24 00:47:44,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,2,0,4,0,3,2,12,0,19,FALSE
"3282",2022-02-24 00:47:46,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,0,2,0,0,2,2,0,3,0,20,FALSE
"3283",2022-02-24 00:47:52,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,3,1,2,1,2,0,6,1,21,FALSE
"3284",2022-02-24 00:48:04,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,0,3,2,4,2,3,2,12,0,22,FALSE
"3285",2022-02-24 00:48:30,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,1,3,1,2,2,2,2,26,0,23,FALSE
"3286",2022-02-24 00:48:54,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"attcheck",0,2,3,0,4,0,-1,2,24,0,24,FALSE
"3287",2022-02-24 00:48:57,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"hard2",0,0,2,1,2,1,2,0,3,1,25,FALSE
"3288",2022-02-24 00:49:02,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"hard2",2,1,2,0,0,0,2,1,5,0,26,FALSE
"3289",2022-02-24 00:49:08,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,2,1,0,1,2,0,6,1,27,FALSE
"3290",2022-02-24 00:49:12,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,3,2,4,0,3,0,4,1,28,FALSE
"3291",2022-02-24 00:49:25,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,0,2,0,0,0,1,2,13,0,29,FALSE
"3292",2022-02-24 00:50:01,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,2,0,2,1,2,2,36,0,30,FALSE
"3293",2022-02-24 00:50:04,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"attcheck",0,2,3,0,4,0,-1,2,4,0,31,FALSE
"3294",2022-02-24 00:50:08,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,2,3,1,0,1,1,2,4,0,32,FALSE
"3295",2022-02-24 00:50:33,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,3,0,2,2,2,0,25,1,33,FALSE
"3296",2022-02-24 00:50:38,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,3,0,0,0,1,2,5,0,34,FALSE
"3297",2022-02-24 00:51:32,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,0,2,1,2,0,3,2,54,0,35,FALSE
"3298",2022-02-24 00:51:36,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,1,1,1,0,2,1,2,4,0,36,FALSE
"3299",2022-02-24 00:51:42,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,1,1,2,2,1,1,2,5,0,37,FALSE
"3300",2022-02-24 00:51:44,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"attcheck",4,0,-1,2,0,2,3,0,2,1,38,FALSE
"3301",2022-02-24 00:51:47,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,1,1,0,4,2,2,1,3,0,39,FALSE
"3302",2022-02-24 00:51:51,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,2,2,2,1,2,1,4,1,40,FALSE
"3303",2022-02-24 00:51:57,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,2,1,1,4,0,2,0,5,1,41,FALSE
"3304",2022-02-24 00:52:02,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,1,1,2,1,1,2,5,0,42,FALSE
"3305",2022-02-24 00:52:11,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,1,2,2,0,0,1,0,9,1,43,FALSE
"3306",2022-02-24 00:52:19,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,3,0,2,0,2,2,7,0,44,FALSE
"3307",2022-02-24 00:52:35,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,2,3,0,4,0,3,2,16,0,45,FALSE
"3308",2022-02-24 00:52:41,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,1,1,2,0,1,1,1,6,1,46,FALSE
"3309",2022-02-24 00:52:44,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"easy1",4,0,1,2,0,0,3,0,3,1,47,FALSE
"3310",2022-02-24 00:53:01,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,2,0,2,1,1,1,17,0,48,FALSE
"3311",2022-02-24 00:54:26,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,1,2,0,2,2,2,1,85,0,49,FALSE
"3312",2022-02-24 00:55:03,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,1,2,0,4,0,3,0,37,0,50,FALSE
"3313",2022-02-24 00:55:08,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,2,0,0,2,3,0,5,1,51,FALSE
"3314",2022-02-24 00:55:12,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,2,1,0,4,2,1,0,5,0,52,FALSE
"3315",2022-02-24 00:55:35,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"easy2",0,2,3,0,4,0,1,2,22,0,53,FALSE
"3316",2022-02-24 00:55:38,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,2,3,1,0,1,3,2,3,0,54,FALSE
"3317",2022-02-24 00:55:43,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,0,1,2,0,1,1,1,4,1,55,FALSE
"3318",2022-02-24 00:55:46,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",2,0,3,0,4,1,1,0,3,0,56,FALSE
"3319",2022-02-24 00:55:49,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",0,2,3,2,2,2,2,0,4,1,57,FALSE
"3320",2022-02-24 00:55:54,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"random",4,0,2,0,2,1,2,1,4,0,58,FALSE
"3321",2022-02-24 00:55:58,"f7e76f3f-30a2-48c2-b6fa-ccb99866755a",13,"easy3",0,1,3,0,4,0,1,2,4,0,59,FALSE
"3322",2022-02-24 01:20:01,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,1,2,1,0,1,1,2,48,0,0,FALSE
"3323",2022-02-24 01:20:09,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,2,0,0,1,2,1,8,0,1,FALSE
"3324",2022-02-24 01:20:14,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,2,2,0,0,2,1,5,0,2,FALSE
"3325",2022-02-24 01:20:21,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,3,0,0,1,1,0,7,0,3,FALSE
"3326",2022-02-24 01:20:25,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"easy3",4,0,1,2,0,1,3,0,4,1,4,FALSE
"3327",2022-02-24 01:20:40,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,1,0,0,2,3,2,15,0,5,FALSE
"3328",2022-02-24 01:20:47,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,1,2,1,2,2,3,2,7,0,6,FALSE
"3329",2022-02-24 01:20:57,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,1,0,4,2,3,1,9,0,7,FALSE
"3330",2022-02-24 01:21:03,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,1,3,0,4,0,1,1,6,0,8,FALSE
"3331",2022-02-24 01:21:09,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,3,1,0,1,3,0,6,1,9,FALSE
"3332",2022-02-24 01:21:17,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,3,2,2,1,1,2,8,0,10,FALSE
"3333",2022-02-24 01:21:23,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,2,1,4,0,3,1,5,0,11,FALSE
"3334",2022-02-24 01:21:27,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,1,0,2,0,1,2,5,0,12,FALSE
"3335",2022-02-24 01:21:36,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"hard2",2,1,2,0,0,0,2,1,9,0,13,FALSE
"3336",2022-02-24 01:21:39,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"attcheck",4,0,-1,2,0,2,3,0,4,1,14,FALSE
"3337",2022-02-24 01:21:47,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,3,0,0,2,3,1,7,0,15,FALSE
"3338",2022-02-24 01:21:55,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,2,2,2,0,1,1,8,0,16,FALSE
"3339",2022-02-24 01:22:00,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,1,1,0,4,2,1,1,5,0,17,FALSE
"3340",2022-02-24 01:22:07,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,3,0,4,1,3,0,6,0,18,FALSE
"3341",2022-02-24 01:22:13,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,1,3,0,0,2,2,2,7,1,19,FALSE
"3342",2022-02-24 01:22:19,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,2,0,0,0,3,0,6,0,20,FALSE
"3343",2022-02-24 01:22:24,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,0,1,0,4,0,1,2,5,0,21,FALSE
"3344",2022-02-24 01:22:29,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,1,0,4,1,2,0,5,0,22,FALSE
"3345",2022-02-24 01:22:33,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,0,2,0,0,0,3,1,4,0,23,FALSE
"3346",2022-02-24 01:22:38,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,2,1,2,0,1,1,5,0,24,FALSE
"3347",2022-02-24 01:22:47,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,3,1,0,1,3,2,9,0,25,FALSE
"3348",2022-02-24 01:22:53,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,3,2,0,1,2,2,6,0,26,FALSE
"3349",2022-02-24 01:22:57,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,2,0,4,2,3,2,5,0,27,FALSE
"3350",2022-02-24 01:23:03,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,2,1,0,0,2,2,6,0,28,FALSE
"3351",2022-02-24 01:23:08,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,3,1,4,2,1,1,5,0,29,FALSE
"3352",2022-02-24 01:25:05,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,0,2,0,2,0,1,2,116,0,30,FALSE
"3353",2022-02-24 01:25:13,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,1,1,2,2,2,3,0,8,1,31,FALSE
"3354",2022-02-24 01:25:17,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"easy2",4,0,1,2,0,2,3,0,4,1,32,FALSE
"3355",2022-02-24 01:25:23,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"easy1",4,0,1,2,0,0,3,0,6,1,33,FALSE
"3356",2022-02-24 01:25:28,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,1,1,1,2,1,3,1,5,1,34,FALSE
"3357",2022-02-24 01:25:33,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,0,3,0,4,1,1,0,5,1,35,FALSE
"3358",2022-02-24 01:25:37,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,3,2,2,0,1,2,4,0,36,FALSE
"3359",2022-02-24 01:25:41,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"attcheck",0,2,3,0,4,0,-1,2,4,0,37,FALSE
"3360",2022-02-24 01:25:45,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,1,3,0,4,0,3,1,4,0,38,FALSE
"3361",2022-02-24 01:25:48,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,2,1,1,0,1,3,1,3,0,39,FALSE
"3362",2022-02-24 01:25:53,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,2,3,2,2,0,3,1,5,0,40,FALSE
"3363",2022-02-24 01:25:57,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,2,2,4,0,1,2,4,0,41,FALSE
"3364",2022-02-24 01:26:05,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,1,2,1,2,1,3,0,8,0,42,FALSE
"3365",2022-02-24 01:26:10,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,0,3,0,0,0,2,1,5,0,43,FALSE
"3366",2022-02-24 01:26:15,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,3,1,0,2,1,2,5,1,44,FALSE
"3367",2022-02-24 01:26:19,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",4,0,2,0,2,1,2,1,4,1,45,FALSE
"3368",2022-02-24 01:26:22,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,0,3,2,0,1,2,0,3,1,46,FALSE
"3369",2022-02-24 01:26:28,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,0,1,1,0,1,2,1,6,1,47,FALSE
"3370",2022-02-24 01:26:32,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,2,2,1,0,1,2,0,4,0,48,FALSE
"3371",2022-02-24 01:26:38,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,1,1,0,4,0,3,1,5,0,49,FALSE
"3372",2022-02-24 01:26:43,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,0,1,2,4,1,3,0,5,1,50,FALSE
"3373",2022-02-24 01:26:46,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,0,2,0,0,2,2,1,3,1,51,FALSE
"3374",2022-02-24 01:26:49,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"hard1",0,0,2,2,2,2,2,0,3,1,52,FALSE
"3375",2022-02-24 01:26:54,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,1,3,1,2,1,3,2,4,0,53,FALSE
"3376",2022-02-24 01:26:58,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",2,0,2,1,2,1,3,0,4,1,54,FALSE
"3377",2022-02-24 01:27:01,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"random",0,2,3,0,0,1,1,2,3,0,55,FALSE
"3378",2022-02-24 01:27:06,"bdda302e-f35e-4156-a1db-fe1dba25637e",18,"attcheck",0,2,3,0,4,0,-1,2,5,0,56,FALSE
