id,createdAt,sessionid,pairid,secElasped,chosen,order,mindChanged,l_elderlyDep,l_lifeYearsGained,l_obesity,l_weeklyWorkhours,l_yearsWaiting,r_elderlyDep,r_lifeYearsGained,r_obesity,r_weeklyWorkhours,r_yearsWaiting
35,2022-08-10 23:46:14.159000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,2-25-3-0-30_2-25-3-2-10,11,0,19,0,2,25,0,30,3,2,25,2,10,3
35,2022-08-10 23:46:19.835000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,hard_3,6,1,20,0,2,10,3,30,3,0,5,1,20,7
35,2022-08-10 23:46:25.075000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-10-5-3-40_0-10-7-1-40,5,1,21,0,1,10,3,40,5,0,10,1,40,7
35,2022-08-10 23:46:31.451000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-10-5-0-50_0-5-5-1-20,6,0,22,0,1,10,0,50,5,0,5,1,20,5
35,2022-08-10 23:46:38.530000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,easy_1,7,1,23,0,0,5,2,40,3,2,20,1,30,5
35,2022-08-10 23:46:42.560000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-10-7-2-50_1-5-1-0-30,4,0,24,0,1,10,2,50,7,1,5,0,30,1
35,2022-08-10 23:46:46.171000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,3-10-7-1-10_1-10-1-3-20,4,0,25,0,3,10,1,10,7,1,10,3,20,1
35,2022-08-10 23:46:51.030000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,2-20-5-4-20_1-10-5-1-30,5,0,26,0,2,20,4,20,5,1,10,1,30,5
35,2022-08-10 23:46:54.800000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-20-3-0-50_1-25-7-1-50,4,1,27,0,1,20,0,50,3,1,25,1,50,7
35,2022-08-10 23:47:01.445000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,2-10-7-1-30_2-5-7-4-50,7,0,28,0,2,10,1,30,7,2,5,4,50,7
35,2022-08-10 23:47:12.515000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,2-20-3-1-20_0-5-5-0-30,11,0,29,0,2,20,1,20,3,0,5,0,30,5
35,2022-08-10 23:48:13.590000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,2-25-5-2-0_1-10-5-3-0,61,0,30,0,2,25,2,0,5,1,10,3,0,5
35,2022-08-10 23:48:17.582000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-25-3-1-40_0-25-5-4-40,4,1,31,0,1,25,1,40,3,0,25,4,40,5
35,2022-08-10 23:48:21.015000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,easy_3,3,0,32,0,0,10,1,30,7,0,10,4,20,1
35,2022-08-10 23:48:24.925000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-25-3-0-20_3-20-5-1-40,4,1,33,0,1,25,0,20,3,3,20,1,40,5
35,2022-08-10 23:48:28.806000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-25-7-3-40_2-20-3-1-0,4,0,34,0,1,25,3,40,7,2,20,1,0,3
35,2022-08-10 23:48:32.765000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,hard_2,4,0,35,0,1,10,0,20,5,0,20,3,40,3
35,2022-08-10 23:48:36.310000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-5-5-1-10_0-10-7-3-0,3,1,36,0,1,5,1,10,5,0,10,3,0,7
35,2022-08-10 23:48:40.070000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-5-5-2-20_2-10-7-4-30,4,1,37,0,0,5,2,20,5,2,10,4,30,7
35,2022-08-10 23:48:43.946000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-20-7-3-40_0-5-3-1-30,4,0,38,0,0,20,3,40,7,0,5,1,30,3
35,2022-08-10 23:48:48.295000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,3-20-7-3-20_3-5-7-0-40,4,0,39,0,3,20,3,20,7,3,5,0,40,7
35,2022-08-10 23:48:52.346000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-5-1-0-50_2-10-1-3-50,4,1,40,0,0,5,0,50,1,2,10,3,50,1
35,2022-08-10 23:48:56.291000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-5-1-1-40_1-25-5-0-40,4,1,41,0,0,5,1,40,1,1,25,0,40,5
35,2022-08-10 23:49:00.835000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-25-5-2-20_0-25-7-4-10,4,1,42,0,1,25,2,20,5,0,25,4,10,7
35,2022-08-10 23:49:04.955000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,3-25-5-1-30_2-25-1-2-30,4,0,43,0,3,25,1,30,5,2,25,2,30,1
35,2022-08-10 23:49:09.900000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-10-7-2-10_3-5-5-3-30,5,0,44,0,1,10,2,10,7,3,5,3,30,5
35,2022-08-10 23:49:12.845000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-25-1-4-20_3-25-5-1-10,3,1,45,0,0,25,4,20,1,3,25,1,10,5
35,2022-08-10 23:49:16.079000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-10-5-4-20_0-5-1-1-30,3,0,46,0,0,10,4,20,5,0,5,1,30,1
35,2022-08-10 23:49:18.681000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,1-20-5-1-20_3-10-1-1-0,3,0,47,0,1,20,1,20,5,3,10,1,0,1
35,2022-08-10 23:49:24.488000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-5-1-4-50_3-5-1-0-20,6,1,48,0,0,5,4,50,1,3,5,0,20,1
35,2022-08-10 23:49:28.805000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,2-20-5-2-10_3-10-1-1-50,4,0,49,0,2,20,2,10,5,3,10,1,50,1
35,2022-08-10 23:49:33.104000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,hard_3,4,1,50,0,2,10,3,30,3,0,5,1,20,7
35,2022-08-10 23:49:38.854000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,3-25-5-0-20_0-5-3-1-20,6,0,51,0,3,25,0,20,5,0,5,1,20,3
35,2022-08-10 23:49:46.675000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-20-3-1-10_1-20-3-4-0,8,0,52,0,0,20,1,10,3,1,20,4,0,3
35,2022-08-10 23:49:50.555000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,3-25-3-1-10_3-25-5-3-50,4,1,53,0,3,25,1,10,3,3,25,3,50,5
35,2022-08-10 23:49:54.681000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-5-5-2-50_1-25-5-1-30,4,1,54,0,0,5,2,50,5,1,25,1,30,5
35,2022-08-10 23:49:59.020000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,att_1,4,0,55,0,0,20,1,30,3,2,-1,0,40,5
35,2022-08-10 23:50:01.478000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,att_2,2,0,56,0,0,15,2,30,7,1,-1,1,40,7
35,2022-08-10 23:50:08.710000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,3-25-5-2-20_3-20-1-2-40,7,0,57,0,3,25,2,20,5,3,20,2,40,1
35,2022-08-10 23:50:11.555000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,easy_1,3,1,58,0,0,5,2,40,3,2,20,1,30,5
35,2022-08-10 23:50:15.005000,3a8ee4ff-27c7-4026-980b-9acfb4af3897,0-25-3-3-50_0-10-5-2-0,3,1,59,0,0,25,3,50,3,0,10,2,0,5
57,2022-08-11 00:12:46.676000,c4b006f2-2112-4387-89f9-ee72d05a7b01,easy_2,36,0,0,0,1,20,2,30,5,0,10,4,0,5
57,2022-08-11 00:12:50.868000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-20-1-2-10_3-5-7-2-30,5,1,1,0,1,20,2,10,1,3,5,2,30,7
57,2022-08-11 00:12:55.685000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-20-3-2-20_0-10-5-3-10,5,0,2,0,1,20,2,20,3,0,10,3,10,5
57,2022-08-11 00:13:00.351000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-25-3-0-10_2-5-1-0-20,5,1,3,0,0,25,0,10,3,2,5,0,20,1
57,2022-08-11 00:13:05.126000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-5-5-2-0_2-25-7-1-50,5,1,4,0,2,5,2,0,5,2,25,1,50,7
57,2022-08-11 00:13:07.503000,c4b006f2-2112-4387-89f9-ee72d05a7b01,att_1,3,1,5,0,2,-1,0,40,5,0,20,1,30,3
57,2022-08-11 00:13:16.189000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-20-7-3-10_0-25-5-1-40,9,1,6,0,3,20,3,10,7,0,25,1,40,5
57,2022-08-11 00:13:23.375000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-10-7-0-20_2-10-5-3-40,7,1,7,0,2,10,0,20,7,2,10,3,40,5
57,2022-08-11 00:13:28.738000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-25-5-4-40_2-25-3-1-0,5,0,8,0,0,25,4,40,5,2,25,1,0,3
57,2022-08-11 00:13:38.396000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-5-3-0-0_0-5-1-0-0,10,0,9,0,0,5,0,0,3,0,5,0,0,1
57,2022-08-11 00:13:42.851000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-5-1-2-30_3-25-5-2-0,5,0,10,0,2,5,2,30,1,3,25,2,0,5
57,2022-08-11 00:13:50.588000,c4b006f2-2112-4387-89f9-ee72d05a7b01,hard_1,7,1,11,0,2,25,1,10,5,1,20,2,30,7
57,2022-08-11 00:14:01.310000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-25-1-2-10_2-5-1-4-30,11,0,12,1,3,25,2,10,1,2,5,4,30,1
57,2022-08-11 00:14:07.043000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-5-1-3-20_0-5-7-1-20,6,0,13,0,1,5,3,20,1,0,5,1,20,7
57,2022-08-11 00:14:09.912000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-25-1-1-10_2-20-5-4-10,3,0,14,0,2,25,1,10,1,2,20,4,10,5
57,2022-08-11 00:14:16.984000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-20-7-3-20_1-20-5-0-10,7,1,15,0,0,20,3,20,7,1,20,0,10,5
57,2022-08-11 00:14:26.350000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-25-5-4-30_2-10-5-2-0,9,0,16,1,1,25,4,30,5,2,10,2,0,5
57,2022-08-11 00:14:36.503000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-25-3-0-0_3-25-5-0-50,10,1,17,0,2,25,0,0,3,3,25,0,50,5
57,2022-08-11 00:14:40,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-5-3-1-50_1-25-1-4-10,4,0,18,0,3,5,1,50,3,1,25,4,10,1
57,2022-08-11 00:15:00.885000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-5-5-3-0_1-5-1-4-50,21,1,19,0,3,5,3,0,5,1,5,4,50,1
57,2022-08-11 00:15:07.023000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-20-7-2-0_1-20-1-3-10,6,1,20,0,0,20,2,0,7,1,20,3,10,1
57,2022-08-11 00:15:13.361000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-10-5-2-40_1-25-5-2-0,6,0,21,0,1,10,2,40,5,1,25,2,0,5
57,2022-08-11 00:15:17.091000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-10-3-0-0_0-20-3-1-30,4,1,22,0,3,10,0,0,3,0,20,1,30,3
57,2022-08-11 00:15:21.643000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-5-3-2-10_3-5-1-4-0,4,0,23,0,1,5,2,10,3,3,5,4,0,1
57,2022-08-11 00:15:23.304000,c4b006f2-2112-4387-89f9-ee72d05a7b01,att_2,2,0,24,0,0,15,2,30,7,1,-1,1,40,7
57,2022-08-11 00:15:27.738000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-20-3-2-50_1-10-5-1-30,4,0,25,0,2,20,2,50,3,1,10,1,30,5
57,2022-08-11 00:15:32.490000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-5-3-1-50_1-5-1-2-50,5,0,26,0,2,5,1,50,3,1,5,2,50,1
57,2022-08-11 00:15:56.583000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-20-3-4-10_1-10-7-4-40,24,1,27,1,1,20,4,10,3,1,10,4,40,7
57,2022-08-11 00:16:05.959000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-25-5-4-30_2-5-1-1-0,9,0,28,0,3,25,4,30,5,2,5,1,0,1
57,2022-08-11 00:16:23.778000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-20-7-3-0_0-10-3-1-30,18,1,29,0,0,20,3,0,7,0,10,1,30,3
57,2022-08-11 00:16:59.023000,c4b006f2-2112-4387-89f9-ee72d05a7b01,easy_3,35,1,30,0,0,10,4,20,1,0,10,1,30,7
57,2022-08-11 00:17:05.765000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-10-7-3-0_2-20-7-2-30,7,1,31,0,0,10,3,0,7,2,20,2,30,7
57,2022-08-11 00:17:09.749000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-5-3-4-30_2-10-3-1-10,4,1,32,0,2,5,4,30,3,2,10,1,10,3
57,2022-08-11 00:17:19.353000,c4b006f2-2112-4387-89f9-ee72d05a7b01,easy_1,9,1,33,0,0,5,2,40,3,2,20,1,30,5
57,2022-08-11 00:17:26.349000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-10-3-4-10_1-25-1-3-0,7,0,34,0,1,10,4,10,3,1,25,3,0,1
57,2022-08-11 00:17:29.147000,c4b006f2-2112-4387-89f9-ee72d05a7b01,easy_3,3,1,35,0,0,10,4,20,1,0,10,1,30,7
57,2022-08-11 00:17:35.977000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-10-5-4-10_2-20-1-0-0,7,1,36,0,0,10,4,10,5,2,20,0,0,1
57,2022-08-11 00:17:40.708000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-5-5-2-30_2-25-5-3-30,5,1,37,0,1,5,2,30,5,2,25,3,30,5
57,2022-08-11 00:17:45.679000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-5-5-2-50_3-10-5-0-50,5,1,38,0,2,5,2,50,5,3,10,0,50,5
57,2022-08-11 00:17:48.508000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-25-7-1-40_1-10-1-4-10,3,0,39,0,3,25,1,40,7,1,10,4,10,1
57,2022-08-11 00:17:54.414000,c4b006f2-2112-4387-89f9-ee72d05a7b01,easy_2,6,0,40,0,1,20,2,30,5,0,10,4,0,5
57,2022-08-11 00:18:00.671000,c4b006f2-2112-4387-89f9-ee72d05a7b01,hard_3,6,0,41,0,2,10,3,30,3,0,5,1,20,7
57,2022-08-11 00:18:06.528000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-20-1-0-0_3-10-3-1-10,6,1,42,0,3,20,0,0,1,3,10,1,10,3
57,2022-08-11 00:18:10.948000,c4b006f2-2112-4387-89f9-ee72d05a7b01,hard_2,5,0,43,0,1,10,0,20,5,0,20,3,40,3
57,2022-08-11 00:18:14.552000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-25-7-1-10_2-10-5-4-40,3,0,44,0,2,25,1,10,7,2,10,4,40,5
57,2022-08-11 00:18:21.626000,c4b006f2-2112-4387-89f9-ee72d05a7b01,0-10-5-1-50_1-5-5-2-20,7,0,45,0,0,10,1,50,5,1,5,2,20,5
57,2022-08-11 00:18:27.516000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-25-5-2-0_0-10-7-4-50,6,1,46,0,2,25,2,0,5,0,10,4,50,7
57,2022-08-11 00:18:32.214000,c4b006f2-2112-4387-89f9-ee72d05a7b01,3-20-5-0-50_3-25-5-4-20,5,0,47,0,3,20,0,50,5,3,25,4,20,5
57,2022-08-11 00:18:36.161000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-5-1-1-50_0-5-3-1-0,4,0,48,0,2,5,1,50,1,0,5,1,0,3
57,2022-08-11 00:18:42.078000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-25-1-0-0_0-10-3-0-10,6,1,49,0,1,25,0,0,1,0,10,0,10,3
57,2022-08-11 00:18:47.561000,c4b006f2-2112-4387-89f9-ee72d05a7b01,hard_2,6,0,50,0,1,10,0,20,5,0,20,3,40,3
57,2022-08-11 00:18:52.105000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-25-5-0-10_2-10-1-1-0,5,0,51,0,1,25,0,10,5,2,10,1,0,1
57,2022-08-11 00:18:56.377000,c4b006f2-2112-4387-89f9-ee72d05a7b01,hard_3,4,0,52,0,2,10,3,30,3,0,5,1,20,7
57,2022-08-11 00:19:01.726000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-20-3-1-10_2-20-7-3-0,5,0,53,0,2,20,1,10,3,2,20,3,0,7
57,2022-08-11 00:19:07.186000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-25-3-2-50_1-5-7-2-30,5,0,54,0,1,25,2,50,3,1,5,2,30,7
57,2022-08-11 00:19:19.147000,c4b006f2-2112-4387-89f9-ee72d05a7b01,hard_1,12,0,55,0,2,25,1,10,5,1,20,2,30,7
57,2022-08-11 00:19:27.896000,c4b006f2-2112-4387-89f9-ee72d05a7b01,easy_1,9,1,56,1,0,5,2,40,3,2,20,1,30,5
57,2022-08-11 00:19:35.511000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-5-7-4-40_0-25-7-1-40,8,1,57,0,1,5,4,40,7,0,25,1,40,7
57,2022-08-11 00:19:40.588000,c4b006f2-2112-4387-89f9-ee72d05a7b01,2-10-1-1-20_3-5-1-1-10,5,0,58,0,2,10,1,20,1,3,5,1,10,1
57,2022-08-11 00:19:44.668000,c4b006f2-2112-4387-89f9-ee72d05a7b01,1-20-5-1-50_3-10-5-0-50,4,1,59,0,1,20,1,50,5,3,10,0,50,5
38,2022-08-11 00:55:27.199000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-25-3-1-10_3-10-3-4-20,22,0,0,0,3,25,1,10,3,3,10,4,20,3
38,2022-08-11 00:55:34.471000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-20-1-1-40_1-5-3-2-0,7,1,1,0,0,20,1,40,1,1,5,2,0,3
38,2022-08-11 00:55:41.951000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-20-1-1-10_2-5-1-4-40,7,0,2,0,1,20,1,10,1,2,5,4,40,1
38,2022-08-11 00:55:51.686000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-20-7-0-30_1-10-7-4-10,10,0,3,0,3,20,0,30,7,1,10,4,10,7
38,2022-08-11 00:55:59.070000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-25-3-0-20_3-5-3-3-30,7,0,4,0,1,25,0,20,3,3,5,3,30,3
38,2022-08-11 00:56:06.756000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-10-3-0-10_0-25-1-0-50,8,1,5,0,0,10,0,10,3,0,25,0,50,1
38,2022-08-11 00:56:12.951000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-25-3-0-40_0-10-7-3-20,6,0,6,0,1,25,0,40,3,0,10,3,20,7
38,2022-08-11 00:56:21.886000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-5-7-3-10_2-5-5-0-10,9,0,7,0,2,5,3,10,7,2,5,0,10,5
38,2022-08-11 00:56:28.782000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-5-1-4-30_0-20-7-1-50,7,1,8,0,0,5,4,30,1,0,20,1,50,7
38,2022-08-11 00:56:36.742000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-20-1-4-30_2-20-3-1-40,8,1,9,0,0,20,4,30,1,2,20,1,40,3
38,2022-08-11 00:56:45.013000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-20-7-3-30_3-25-3-1-30,8,0,10,0,3,20,3,30,7,3,25,1,30,3
38,2022-08-11 00:56:53.390000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-10-7-3-0_3-25-3-0-50,8,1,11,0,0,10,3,0,7,3,25,0,50,3
38,2022-08-11 00:57:02.466000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-10-7-2-0_2-20-3-2-30,9,1,12,0,2,10,2,0,7,2,20,2,30,3
38,2022-08-11 00:57:10.058000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-10-7-2-30_1-25-7-3-10,8,1,13,0,3,10,2,30,7,1,25,3,10,7
38,2022-08-11 00:57:15.618000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-10-5-0-30_2-10-5-1-10,6,1,14,0,0,10,0,30,5,2,10,1,10,5
38,2022-08-11 00:57:22.388000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,easy_2,7,0,15,0,1,20,2,30,5,0,10,4,0,5
38,2022-08-11 00:57:29.827000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,easy_1,7,1,16,0,0,5,2,40,3,2,20,1,30,5
38,2022-08-11 00:57:40.245000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-25-7-0-10_3-20-1-2-10,10,1,17,0,0,25,0,10,7,3,20,2,10,1
38,2022-08-11 00:57:48.407000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-25-1-2-50_2-10-7-4-10,8,0,18,0,0,25,2,50,1,2,10,4,10,7
38,2022-08-11 00:58:02.355000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,hard_1,14,0,19,0,2,25,1,10,5,1,20,2,30,7
38,2022-08-11 00:58:12.485000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-25-5-3-0_3-25-5-4-10,10,1,20,0,2,25,3,0,5,3,25,4,10,5
38,2022-08-11 00:58:25.743000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-5-5-3-0_1-10-3-2-30,13,1,21,0,2,5,3,0,5,1,10,2,30,3
38,2022-08-11 00:58:32.749000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-5-3-0-0_1-25-7-4-40,7,1,22,0,2,5,0,0,3,1,25,4,40,7
38,2022-08-11 00:58:38.388000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-25-7-2-50_0-5-1-0-40,6,0,23,0,3,25,2,50,7,0,5,0,40,1
38,2022-08-11 00:58:45.220000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-5-1-0-40_0-25-5-3-30,7,1,24,0,2,5,0,40,1,0,25,3,30,5
38,2022-08-11 00:58:54.311000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-25-5-3-10_1-25-7-2-50,9,1,25,0,1,25,3,10,5,1,25,2,50,7
38,2022-08-11 00:59:00.378000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,att_1,6,0,26,0,0,20,1,30,3,2,-1,0,40,5
38,2022-08-11 00:59:08.049000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-20-5-3-40_3-5-7-2-10,8,0,27,0,0,20,3,40,5,3,5,2,10,7
38,2022-08-11 00:59:14.324000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,hard_2,6,1,28,0,1,10,0,20,5,0,20,3,40,3
38,2022-08-11 00:59:22.247000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-20-3-1-50_0-25-1-1-30,8,0,29,0,3,20,1,50,3,0,25,1,30,1
38,2022-08-11 00:59:59.452000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-25-3-2-30_0-20-3-2-40,37,0,30,0,3,25,2,30,3,0,20,2,40,3
38,2022-08-11 01:00:04.768000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,easy_2,5,0,31,0,1,20,2,30,5,0,10,4,0,5
38,2022-08-11 01:00:10.517000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-25-1-2-20_1-10-5-4-0,6,0,32,0,2,25,2,20,1,1,10,4,0,5
38,2022-08-11 01:00:15.514000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-5-5-1-20_0-25-7-2-50,5,1,33,0,0,5,1,20,5,0,25,2,50,7
38,2022-08-11 01:00:21.459000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,att_2,6,1,34,0,1,-1,1,40,7,0,15,2,30,7
38,2022-08-11 01:00:32.850000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,hard_2,11,1,35,0,1,10,0,20,5,0,20,3,40,3
38,2022-08-11 01:00:40.685000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-5-7-0-20_1-20-5-4-40,8,1,36,0,3,5,0,20,7,1,20,4,40,5
38,2022-08-11 01:00:46.564000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-10-7-0-40_1-20-5-2-30,6,1,37,0,1,10,0,40,7,1,20,2,30,5
38,2022-08-11 01:00:55.636000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-10-5-4-10_1-10-1-2-30,9,1,38,0,0,10,4,10,5,1,10,2,30,1
38,2022-08-11 01:01:05.834000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-5-5-1-10_0-5-3-0-50,10,0,39,0,1,5,1,10,5,0,5,0,50,3
38,2022-08-11 01:01:15.660000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,easy_3,10,1,40,0,0,10,4,20,1,0,10,1,30,7
38,2022-08-11 01:01:20.767000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-20-5-1-10_0-5-1-0-0,5,0,41,0,3,20,1,10,5,0,5,0,0,1
38,2022-08-11 01:01:27.158000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,1-20-1-3-40_0-10-3-2-30,6,0,42,0,1,20,3,40,1,0,10,2,30,3
38,2022-08-11 01:01:34.588000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-10-5-4-40_1-25-1-1-10,7,1,43,0,2,10,4,40,5,1,25,1,10,1
38,2022-08-11 01:01:43.027000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,hard_3,8,1,44,0,0,5,1,20,7,2,10,3,30,3
38,2022-08-11 01:01:51.751000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-20-7-1-10_1-20-7-0-0,9,1,45,0,0,20,1,10,7,1,20,0,0,7
38,2022-08-11 01:01:57.765000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-5-7-4-10_1-10-7-0-30,6,1,46,0,0,5,4,10,7,1,10,0,30,7
38,2022-08-11 01:02:04.417000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,easy_3,7,1,47,0,0,10,4,20,1,0,10,1,30,7
38,2022-08-11 01:02:08.884000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,0-10-5-4-10_0-20-7-3-0,5,1,48,0,0,10,4,10,5,0,20,3,0,7
38,2022-08-11 01:02:16.693000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,hard_1,8,0,49,0,2,25,1,10,5,1,20,2,30,7
38,2022-08-11 01:02:25.304000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,3-5-1-1-20_2-10-1-2-10,9,1,50,0,3,5,1,20,1,2,10,2,10,1
38,2022-08-11 01:02:33.529000,7e6afbac-e660-4c31-a644-6b343fc4e3bf,2-25-3-3-50_3-5-5-1-30,8,0,51,0,2,25,3,50,3,3,5,1,30,5
