,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,LocationLatitude,LocationLongitude,econStatus,hour_of_day,age_18-24 years old,age_25-34 years old,age_35-44 years old,age_45-54 years old,age_55-64 years old,age_65+ years old,gender_Female,gender_Male,gender_Non-binary / third gender,employment_Retired,employment_Student,employment_Unemployed and looking for work,employment_Working full-time,employment_Working part-time,maritalStatus_Living with a partner,maritalStatus_Married,maritalStatus_Never been married,maritalStatus_Widowed,ethnicity_Black/African American,ethnicity_Hispanic/Latino,ethnicity_White/Caucasian,"ethnicity_White/Caucasian,Black/African American",timezone_America/Chicago,timezone_America/Detroit,timezone_America/Los_Angeles,timezone_America/New_York,timezone_Europe/London
9365,4,2,3,1,2,0,2,0,3,0,41,2,2,1,1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9364,2,2,2,0,2,1,2,1,4,0,40,0,1,0,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7130,2,2,1,2,2,2,2,0,4,1,43,0,0,-1,2,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9363,2,2,2,0,2,0,1,1,3,0,39,0,2,1,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9362,0,1,1,1,0,2,3,1,5,1,38,0,-1,-2,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7131,2,2,1,2,2,2,2,0,4,1,43,0,0,-1,2,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9361,0,1,3,0,4,1,1,2,3,0,37,-4,0,2,-2,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9381,2,1,2,1,4,2,2,1,3,1,57,-2,-1,0,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9360,4,1,1,0,0,1,2,1,4,1,36,4,0,-1,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7132,4,2,2,2,2,1,2,1,9,1,44,2,1,0,1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7125,4,2,3,1,2,2,3,1,4,1,40,2,0,0,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9359,0,1,3,0,2,2,3,1,3,1,35,-2,-1,0,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9379,2,0,2,2,2,2,2,1,2,1,55,0,-2,0,1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9391,2,0,3,0,2,2,2,0,7,1,7,0,-2,1,0,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9384,2,0,1,2,0,1,2,1,39,1,0,2,-1,-1,1,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9342,0,2,1,0,2,2,3,1,4,1,18,-2,0,-2,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9322,4,0,3,1,0,0,2,0,3,1,58,4,0,1,1,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9387,2,0,3,2,4,0,3,0,13,1,3,-2,0,0,2,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7164,0,2,3,1,0,2,2,0,181,1,0,0,0,1,1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9320,0,1,2,2,0,1,2,0,6,1,56,0,0,0,2,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7165,0,2,1,1,2,0,3,2,17,0,1,-2,2,-2,-1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9388,2,2,2,0,0,1,2,1,6,0,4,2,1,0,-1,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9319,4,2,3,0,0,0,2,2,2,1,55,4,2,1,-2,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9318,4,0,2,1,4,1,2,1,3,1,54,0,-1,0,0,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9389,0,0,3,0,0,0,2,0,7,0,5,0,0,1,0,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7166,4,1,3,2,2,0,2,1,14,0,2,2,1,1,1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
7167,2,2,3,2,0,0,3,0,11,0,3,2,2,0,2,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9317,2,2,3,2,2,1,3,1,3,1,53,0,1,0,1,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7168,2,2,2,0,0,0,2,1,33,0,4,2,2,0,-1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9316,4,0,3,0,0,0,3,0,2,1,52,4,0,0,0,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7169,0,2,3,2,2,2,3,0,15,1,5,-2,0,0,2,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9315,2,2,2,2,4,1,1,0,2,0,51,-2,1,1,2,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9314,2,0,3,0,0,0,2,1,5,0,50,2,0,1,-1,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7170,4,2,3,2,0,2,3,2,8,1,6,4,0,0,0,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
7171,4,2,2,2,4,1,3,1,21,0,7,0,1,-1,1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
7116,0,1,2,1,2,0,2,2,5,0,36,-2,1,0,-1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9313,4,2,2,1,0,2,3,0,2,1,49,4,0,-1,1,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9312,4,0,3,0,4,0,3,1,5,0,48,0,0,0,-1,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9311,0,2,2,2,0,0,3,2,2,1,47,0,2,-1,0,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9310,2,0,3,1,4,0,3,1,2,0,46,-2,0,0,0,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9309,4,0,2,0,2,2,1,0,2,1,45,2,-2,1,0,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9308,2,0,3,2,0,2,3,0,2,1,44,2,-2,0,2,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7172,4,2,3,2,0,1,1,1,12,0,8,4,1,2,1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
7117,0,1,2,1,2,0,2,2,5,0,36,-2,1,0,-1,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9324,0,1,3,2,2,1,2,2,30,0,0,-2,0,1,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7161,2,0,2,0,0,1,3,1,2,0,59,2,-1,-1,-1,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9326,4,2,2,1,2,0,1,0,3,0,2,2,2,1,1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7146,2,0,3,1,2,2,1,1,4,1,51,0,-2,2,0,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9341,0,1,2,2,4,0,3,2,4,0,17,-4,1,-1,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7147,2,0,3,1,2,2,1,1,4,1,51,0,-2,2,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7120,4,0,3,1,4,1,1,0,2,1,38,0,-1,2,1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9340,4,1,3,0,0,2,3,2,3,1,16,4,-1,0,-2,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7150,2,0,1,2,2,2,1,2,5,1,53,0,-2,0,0,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7151,2,0,1,2,2,2,1,2,5,1,53,0,-2,0,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7152,2,1,1,2,0,1,3,2,3,1,54,2,0,-2,0,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9338,0,1,1,1,4,2,1,2,3,1,14,-4,-1,0,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9337,4,2,2,0,0,1,3,1,4,0,13,4,1,-1,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9385,0,1,3,0,0,2,1,2,8,0,1,0,-1,2,-2,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9336,4,2,1,1,4,2,2,2,4,1,12,0,0,-1,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7153,2,1,1,2,0,1,3,2,3,1,54,2,0,-2,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9343,0,0,2,2,4,2,2,2,3,1,19,-4,-2,0,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7154,4,0,2,2,2,1,1,2,4,0,55,2,-1,1,0,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9386,0,2,3,1,4,2,1,2,7,0,2,-4,0,2,-1,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7156,4,1,3,1,0,1,1,0,4,1,56,4,0,2,1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7157,4,1,3,1,0,1,1,0,4,1,56,4,0,2,1,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9331,4,0,3,1,4,1,1,1,3,1,7,0,-1,2,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7158,0,1,1,0,0,1,1,1,5,0,57,0,0,0,-1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9330,2,2,1,1,0,0,3,2,3,0,6,2,2,-2,-1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7119,2,2,3,1,4,0,1,2,3,0,37,-2,2,2,-1,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7159,0,1,1,0,0,1,1,1,5,0,57,0,0,0,-1,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7160,2,0,2,0,0,1,3,1,2,0,59,2,-1,-1,-1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7118,2,2,3,1,4,0,1,2,3,0,37,-2,2,2,-1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9329,4,2,3,0,4,2,1,2,6,0,5,0,0,2,-2,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9328,2,0,2,1,4,0,2,1,6,0,4,-2,0,0,0,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9327,0,1,1,1,4,2,3,0,3,1,3,-4,-1,-2,1,54.77409362792969,-3.439193725585937,60,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7155,4,0,2,2,2,1,1,2,4,0,55,2,-1,1,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7215,2,0,1,1,4,2,2,2,3,1,51,-2,-2,-1,-1,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9231,0,0,1,1,0,1,2,2,7,1,27,0,-1,-1,-1,52.43910217285156,-1.50390625,60,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7103,0,0,2,1,2,2,2,1,4,0,20,-2,-2,0,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9148,0,2,2,1,2,0,3,0,39,0,4,-2,2,-1,1,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9147,0,1,1,0,2,2,3,0,25,1,3,-2,-1,-2,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7279,0,0,3,1,4,2,3,0,2,1,51,-4,-2,0,1,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9146,4,0,3,0,4,0,3,2,14,0,2,0,0,0,-2,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9145,4,0,3,0,0,0,3,0,11,1,1,4,0,0,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9144,2,0,1,2,0,1,1,2,104,1,0,2,-1,0,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9143,0,2,2,0,2,0,3,0,3,1,59,-2,2,-1,0,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9142,2,2,2,0,0,0,1,2,2,0,58,2,2,1,-2,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9141,4,0,2,2,2,0,1,2,7,0,57,2,0,1,0,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9140,4,2,3,2,2,2,2,0,2,1,56,2,0,1,2,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9139,4,0,2,1,0,0,2,1,7,1,55,4,0,0,0,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9138,2,2,1,2,0,0,3,2,3,1,54,2,2,-2,0,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9137,4,2,2,0,2,0,3,2,2,0,53,2,2,-1,-2,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7280,4,0,3,1,2,1,2,1,7,1,4,2,-1,1,0,50.80070495605469,-1.080596923828125,14,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7282,2,0,3,2,2,1,3,1,2,1,53,0,-1,0,1,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9135,4,1,1,2,2,0,1,1,2,1,51,2,1,0,1,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9134,2,0,3,0,0,1,1,1,2,0,50,2,-1,2,-1,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9133,4,1,1,1,2,0,2,1,4,1,49,2,1,-1,0,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7283,0,2,2,1,0,0,1,1,2,0,54,0,2,1,0,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9132,2,0,3,1,2,1,3,2,2,0,48,0,-1,0,-1,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9131,2,2,2,1,4,1,2,0,2,1,47,-2,1,0,1,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9437,0,1,2,0,4,0,1,1,6,0,53,-4,1,1,-1,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7284,2,0,2,2,2,2,1,2,2,1,55,0,-2,1,0,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9130,4,0,2,0,4,0,1,2,3,0,46,0,0,1,-2,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7285,2,0,2,2,2,2,2,0,2,1,56,0,-2,0,2,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9128,2,0,3,2,4,2,1,1,4,1,44,-2,-2,2,1,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9127,0,0,1,1,2,1,2,1,5,1,43,-2,-1,-1,0,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9149,4,2,1,0,0,0,2,0,32,0,5,4,2,-1,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7278,4,2,1,1,0,0,1,0,2,0,50,4,2,0,1,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7277,4,0,3,1,0,1,1,0,5,1,49,4,-1,2,1,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7083,0,1,2,2,0,2,1,2,12,1,10,0,-1,1,0,29.919998168945312,-95.56120300292967,50,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9429,4,0,2,0,0,2,1,1,12,1,45,4,-2,1,-1,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7088,2,1,1,2,2,0,2,1,4,1,13,0,1,-1,1,29.919998168945312,-95.56120300292967,26,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7269,2,1,2,2,2,0,2,2,11,0,1,0,1,0,0,50.80070495605469,-1.080596923828125,14,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9162,4,2,3,2,0,0,2,2,21,0,18,4,2,1,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9161,2,2,3,1,4,2,1,1,19,0,17,-2,0,2,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7270,4,1,1,0,4,0,1,2,3,0,44,0,1,0,-2,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7271,2,0,1,0,4,2,2,1,2,1,45,-2,-2,-1,-1,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9159,0,0,2,1,4,2,1,1,20,1,15,-4,-2,1,0,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7272,0,0,3,1,2,2,1,1,2,1,46,-2,-2,2,0,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7273,2,0,1,0,4,1,2,2,2,1,47,-2,-1,-1,-2,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9157,0,2,1,1,0,2,3,2,36,1,13,0,0,-2,-1,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9156,0,0,1,1,4,0,2,0,17,1,12,-4,0,-1,1,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9155,4,2,3,1,2,1,2,2,15,0,11,2,1,1,-1,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9438,4,1,1,1,0,0,3,2,5,0,54,4,1,-2,-1,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9430,2,0,1,2,4,1,1,2,7,1,46,-2,-1,0,0,52.61810302734375,-1.1804046630859375,25,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
